reportId,peaceWatcherId,time,latitude,longitude,heardWords,citizenId,score
897187,810886,2022-01-03 07:23:37,1.3435445498838483,0.6861628697796447,desk|flower|cat|great|house|tree,686220,12
897187,810886,2022-01-03 07:23:37,1.3435445498838483,0.6861628697796447,desk|flower|cat|great|house|tree,452206,9
897187,810886,2022-01-03 07:23:37,1.3435445498838483,0.6861628697796447,desk|flower|cat|great|house|tree,488253,68
897187,810886,2022-01-03 07:23:37,1.3435445498838483,0.6861628697796447,desk|flower|cat|great|house|tree,617706,62
897187,810886,2022-01-03 07:23:37,1.3435445498838483,0.6861628697796447,desk|flower|cat|great|house|tree,623668,17
897187,810886,2022-01-03 07:23:37,1.3435445498838483,0.6861628697796447,desk|flower|cat|great|house|tree,519069,28
897187,810886,2022-01-03 07:23:37,1.3435445498838483,0.6861628697796447,desk|flower|cat|great|house|tree,506868,0
897187,810886,2022-01-03 07:23:37,1.3435445498838483,0.6861628697796447,desk|flower|cat|great|house|tree,209354,25
18947,676924,2022-01-05 03:53:13,0.17021252805710696,0.19610872822168193,house|road|school|vegetables|arse|cat|bed|damn|piss|road,631522,54
18947,676924,2022-01-05 03:53:13,0.17021252805710696,0.19610872822168193,house|road|school|vegetables|arse|cat|bed|damn|piss|road,214377,77
18947,676924,2022-01-05 03:53:13,0.17021252805710696,0.19610872822168193,house|road|school|vegetables|arse|cat|bed|damn|piss|road,78094,74
644444,331809,2022-04-30 08:28:51,0.46652435089598737,0.8076870523471044,crap|dummy|bitch|slut|piss|cat|vegetables|chair|nigga|fuck,663934,53
644444,331809,2022-04-30 08:28:51,0.46652435089598737,0.8076870523471044,crap|dummy|bitch|slut|piss|cat|vegetables|chair|nigga|fuck,661402,98
644444,331809,2022-04-30 08:28:51,0.46652435089598737,0.8076870523471044,crap|dummy|bitch|slut|piss|cat|vegetables|chair|nigga|fuck,342131,98
644444,331809,2022-04-30 08:28:51,0.46652435089598737,0.8076870523471044,crap|dummy|bitch|slut|piss|cat|vegetables|chair|nigga|fuck,59559,52
644444,331809,2022-04-30 08:28:51,0.46652435089598737,0.8076870523471044,crap|dummy|bitch|slut|piss|cat|vegetables|chair|nigga|fuck,473436,70
992140,578274,2022-05-01 12:31:53,0.6787656494369144,0.3375638158634348,bastard|bitch,644511,69
992140,578274,2022-05-01 12:31:53,0.6787656494369144,0.3375638158634348,bastard|bitch,184202,53
992140,578274,2022-05-01 12:31:53,0.6787656494369144,0.3375638158634348,bastard|bitch,940798,53
992140,578274,2022-05-01 12:31:53,0.6787656494369144,0.3375638158634348,bastard|bitch,493099,90
992140,578274,2022-05-01 12:31:53,0.6787656494369144,0.3375638158634348,bastard|bitch,803247,92
992140,578274,2022-05-01 12:31:53,0.6787656494369144,0.3375638158634348,bastard|bitch,279963,58
992140,578274,2022-05-01 12:31:53,0.6787656494369144,0.3375638158634348,bastard|bitch,524916,69
992140,578274,2022-05-01 12:31:53,0.6787656494369144,0.3375638158634348,bastard|bitch,490147,96
960545,451442,2022-05-21 11:04:09,1.0880845542878335,0.14352506057605943,cat|school|cat|chair|bugger|vegetables|cat|cunt|computer,67674,98
960545,451442,2022-05-21 11:04:09,1.0880845542878335,0.14352506057605943,cat|school|cat|chair|bugger|vegetables|cat|cunt|computer,152689,76
960545,451442,2022-05-21 11:04:09,1.0880845542878335,0.14352506057605943,cat|school|cat|chair|bugger|vegetables|cat|cunt|computer,556995,100
960545,451442,2022-05-21 11:04:09,1.0880845542878335,0.14352506057605943,cat|school|cat|chair|bugger|vegetables|cat|cunt|computer,1252,88
960545,451442,2022-05-21 11:04:09,1.0880845542878335,0.14352506057605943,cat|school|cat|chair|bugger|vegetables|cat|cunt|computer,63144,54
960545,451442,2022-05-21 11:04:09,1.0880845542878335,0.14352506057605943,cat|school|cat|chair|bugger|vegetables|cat|cunt|computer,481245,98
184925,727556,2022-04-05 14:37:36,0.30066550792912855,0.834309658313441,computer|kill|desk|food|house|street|desk|nigga,399132,63
184925,727556,2022-04-05 14:37:36,0.30066550792912855,0.834309658313441,computer|kill|desk|food|house|street|desk|nigga,818147,83
184925,727556,2022-04-05 14:37:36,0.30066550792912855,0.834309658313441,computer|kill|desk|food|house|street|desk|nigga,387318,61
184925,727556,2022-04-05 14:37:36,0.30066550792912855,0.834309658313441,computer|kill|desk|food|house|street|desk|nigga,138694,59
184925,727556,2022-04-05 14:37:36,0.30066550792912855,0.834309658313441,computer|kill|desk|food|house|street|desk|nigga,434785,75
184925,727556,2022-04-05 14:37:36,0.30066550792912855,0.834309658313441,computer|kill|desk|food|house|street|desk|nigga,60652,98
184925,727556,2022-04-05 14:37:36,0.30066550792912855,0.834309658313441,computer|kill|desk|food|house|street|desk|nigga,81247,81
674551,261218,2022-04-20 16:36:10,0.20777990519239972,0.3542476572597693,nice|computer|kill|house,693612,100
674551,261218,2022-04-20 16:36:10,0.20777990519239972,0.3542476572597693,nice|computer|kill|house,16572,93
674551,261218,2022-04-20 16:36:10,0.20777990519239972,0.3542476572597693,nice|computer|kill|house,432489,71
674551,261218,2022-04-20 16:36:10,0.20777990519239972,0.3542476572597693,nice|computer|kill|house,956316,57
674551,261218,2022-04-20 16:36:10,0.20777990519239972,0.3542476572597693,nice|computer|kill|house,188547,57
674551,261218,2022-04-20 16:36:10,0.20777990519239972,0.3542476572597693,nice|computer|kill|house,246598,76
674551,261218,2022-04-20 16:36:10,0.20777990519239972,0.3542476572597693,nice|computer|kill|house,993803,50
594077,122696,2022-02-15 00:51:34,0.11185226297809452,0.5180991675488985,arse|chair|ass|food|street|dummy|bugger|bugger,393878,93
594077,122696,2022-02-15 00:51:34,0.11185226297809452,0.5180991675488985,arse|chair|ass|food|street|dummy|bugger|bugger,99047,75
594077,122696,2022-02-15 00:51:34,0.11185226297809452,0.5180991675488985,arse|chair|ass|food|street|dummy|bugger|bugger,352772,93
594077,122696,2022-02-15 00:51:34,0.11185226297809452,0.5180991675488985,arse|chair|ass|food|street|dummy|bugger|bugger,406194,58
594077,122696,2022-02-15 00:51:34,0.11185226297809452,0.5180991675488985,arse|chair|ass|food|street|dummy|bugger|bugger,581580,80
594077,122696,2022-02-15 00:51:34,0.11185226297809452,0.5180991675488985,arse|chair|ass|food|street|dummy|bugger|bugger,152923,95
594077,122696,2022-02-15 00:51:34,0.11185226297809452,0.5180991675488985,arse|chair|ass|food|street|dummy|bugger|bugger,523572,83
962180,87313,2022-05-31 18:38:26,0.8567973909528777,1.4933085594320787,music|awesome,859092,78
962180,87313,2022-05-31 18:38:26,0.8567973909528777,1.4933085594320787,music|awesome,203571,22
962180,87313,2022-05-31 18:38:26,0.8567973909528777,1.4933085594320787,music|awesome,615906,72
962180,87313,2022-05-31 18:38:26,0.8567973909528777,1.4933085594320787,music|awesome,469625,34
962180,87313,2022-05-31 18:38:26,0.8567973909528777,1.4933085594320787,music|awesome,994724,8
962180,87313,2022-05-31 18:38:26,0.8567973909528777,1.4933085594320787,music|awesome,426441,72
962180,87313,2022-05-31 18:38:26,0.8567973909528777,1.4933085594320787,music|awesome,391420,16
962180,87313,2022-05-31 18:38:26,0.8567973909528777,1.4933085594320787,music|awesome,374964,76
704788,713508,2022-03-19 01:06:32,0.4861804126932537,0.3390618550895486,table,371344,88
704788,713508,2022-03-19 01:06:32,0.4861804126932537,0.3390618550895486,table,937055,80
704788,713508,2022-03-19 01:06:32,0.4861804126932537,0.3390618550895486,table,250247,83
704788,713508,2022-03-19 01:06:32,0.4861804126932537,0.3390618550895486,table,144345,58
213203,201280,2022-05-06 11:11:29,1.5787022028555944,0.7543514806491569,great|bed|excellent|best|school,955365,45
213203,201280,2022-05-06 11:11:29,1.5787022028555944,0.7543514806491569,great|bed|excellent|best|school,685066,19
213203,201280,2022-05-06 11:11:29,1.5787022028555944,0.7543514806491569,great|bed|excellent|best|school,635650,2
644140,879108,2022-03-21 23:36:14,1.008779686104949,0.1351703755250963,motherfucker|bastard|hello|cat|hell|computer,837939,50
644140,879108,2022-03-21 23:36:14,1.008779686104949,0.1351703755250963,motherfucker|bastard|hello|cat|hell|computer,623079,100
